date,InflationPressure,GrowthWeakness,FinancialStress,PolicyTightness,TransitionInstability,VolatilityInstability,SystemicRiskScore,SystemicRiskPercentile,UncertaintyScore,UncertaintyPercentile
2006-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2006-03-30,0.0,0.0,-0.08885353941871625,0.0,0.0010577802311751935,0.590876037134463,-0.026603172814056112,0.0,0.2959669086828191,1.0
2006-03-31,-0.0558700263208146,0.003156062950205722,-0.21642802974449654,0.033351134140093455,0.0036762530137572657,0.9319951457531999,-0.0729204169942993,0.0,0.4678356993834786,1.0
2006-04-03,0.026274133451084168,0.015676425819652482,-0.2095771875641833,-0.020668826805470972,0.005527864034795637,0.9703452467029551,-0.05520944727065169,0.016129032258064516,0.48793655536887537,1.0
2006-04-04,-0.022197050781123405,-0.07494342997509153,-0.2425596334126348,-0.08382255541400604,0.008328188016747281,0.9802587440292289,-0.10920998412410772,0.0,0.49429346602298807,1.0
2006-04-05,0.022644025552306542,-0.03647455680449927,-0.3135330036888533,-0.03965572641906999,0.010690689787880337,1.3756866231890084,-0.10293135839317065,0.015625,0.6931886564884443,1.0
2006-04-06,0.04989005557013763,0.021177062966797555,-0.009911338284081224,0.10175177402179385,0.016999342354960856,0.8491088692810038,0.030906111370026548,1.0,0.4330541058179823,0.9384615384615385
2006-04-07,-0.07526039067919944,0.13724928093298555,-0.07623463625130883,0.15590073107286184,0.02130523425060158,0.8480450718892486,0.01707720306151323,0.9848484848484849,0.4346751530699251,0.9393939393939394
2006-04-10,0.08787987399243702,-0.014183418679512253,0.07234499432282238,-0.016089737880676067,0.028866461200742096,0.32409192634804185,0.039157474503013594,1.0,0.17647919377439197,0.8955223880597015
2006-04-11,-0.06546855303675754,0.1124400946248224,0.17569713223472264,-0.06991069896631623,0.03407056881182626,0.669542171660959,0.05566894866307688,1.0,0.3518063702363926,0.9117647058823529
2006-04-12,0.030723972651264312,-0.01958124512360989,0.07883854255716188,0.06714600585539478,0.039572106430108715,0.7815186180895817,0.038487750848876824,0.9710144927536232,0.41054536225984517,0.9130434782608695
2006-04-13,-0.0030180055892713555,0.020615860628684486,0.006369048091863144,0.05580681250304333,0.04145005609451918,0.5409031485864907,0.016753702867594686,0.9285714285714286,0.2911766023405049,0.8714285714285714
2006-04-17,0.14206001503800525,0.00868618839621422,0.2103363715443959,-0.1476401228576923,0.048169365043007464,0.9398590159512532,0.08104991214537016,1.0,0.49401419049713036,0.971830985915493
2006-04-18,0.05788254952877802,-0.1984863248113653,-0.16474376374796212,-0.06500170205065936,0.05708684760034316,0.6454338527561686,-0.0914699858726172,0.027777777777777776,0.35126035017825585,0.875
2006-04-19,0.15942880578116372,-0.017178837441495468,0.07548113717555527,0.0019612481909078755,0.06411115230019243,1.6098927078981196,0.061706578081229445,0.9863013698630136,0.837001930099156,1.0
2006-04-20,-0.2529716458881031,-0.010451889290916203,0.2563558000396801,0.050150762390666154,0.07182771869166542,2.063101090063385,0.022164856510332395,0.918918918918919,1.0674644043775252,1.0
2006-04-21,0.1774493719827149,0.004726621914094584,0.11539746975927721,-0.08095591192043473,0.08037134409246699,1.3607118572945183,0.07203841981854367,0.9866666666666667,0.7205416006934926,0.9733333333333334
2006-04-24,-0.13339319976540953,0.029350183028500062,0.07799016141976196,-0.1056159533932553,0.08510388555288206,0.8772621683436294,-0.014200904489642972,0.07894736842105263,0.4811830269482557,0.9078947368421053
2006-04-25,0.07928055204783266,0.05784858328360841,0.05442176678103965,0.08924519862625344,0.09057533434724613,0.7434689190703042,0.06852436037847248,0.974025974025974,0.41702212670877514,0.8571428571428571
2006-04-26,0.056393214286603,0.0026171883903894125,-0.056174168101117104,-0.0012939082679391254,0.09389978404285085,0.20587700470075523,0.0024012532008646464,0.8589743589743589,0.14988839437180304,0.7692307692307693
2006-04-27,-0.06487749545664906,-0.055484154729641987,-0.0005662619424357391,-0.08030407400895342,0.09763776171860061,0.27821936188253926,-0.037424014144716466,0.06329113924050633,0.18792856180056994,0.7848101265822784
2006-04-28,0.15449632289629392,-0.036277803104120675,0.07679461356518473,-0.06661604489671481,0.10156191736858064,1.1371585906936017,0.04767870315152054,0.9375,0.6193602540310912,0.95
2006-05-01,-0.007604829512549137,0.11019565536335678,0.08570439026965307,0.04856343533185495,0.10565489746846925,0.36334426396085423,0.06392628371679954,0.9629629629629629,0.23449958071466173,0.7777777777777778
2006-05-02,0.0901921149901162,-0.08946892998456282,-0.010385515323066264,-0.04715237466166821,0.10886103475061132,0.06478239354539071,-0.0045646628072512,0.0975609756097561,0.08682171414800102,0.7317073170731707
2006-05-03,-0.020315993264385008,0.05323931291294533,-0.001413563771454577,0.021229108374757052,0.11094477832171636,0.10533328227195547,0.016538365953003085,0.8433734939759037,0.10813903029683591,0.7349397590361446
2006-05-04,-0.06796389649716429,-0.039508130072689406,0.03758775319342818,0.011321684066382226,0.11039807442895128,0.32250492317576046,-0.00837352435303007,0.09523809523809523,0.21645149880235587,0.7738095238095238
2006-05-05,0.12121074684331053,-0.10550970036760166,-0.18451044695650431,-0.13797561294820584,0.11549475969115044,0.8332163152436567,-0.06634947642569744,0.047058823529411764,0.47435553746740355,0.8941176470588236
2006-05-08,-0.0826560334163883,0.022603886857532573,-0.08533767132536658,0.004479079283980423,0.11601477183059561,0.5831009489011999,-0.03414173755319706,0.08139534883720931,0.34955786036589775,0.8023255813953488
2006-05-09,0.2837152976458528,-0.017613027216703745,0.0973827244766483,-0.04130461987224139,0.11926950303132054,0.6723621115532383,0.09550816712101157,1.0,0.39581580729227944,0.8275862068965517
2006-05-10,0.26713719017607274,0.014153057197592593,-0.01819649506107725,-0.054943422456518835,0.11382211196220476,0.4830798105983389,0.06231320555472556,0.9431818181818182,0.2984509612802718,0.7840909090909091
2006-05-11,0.10778912752441126,0.16155447084104893,0.17019972419000032,0.01738196590355655,0.11537361249286192,0.4644446253200945,0.12677179235854172,1.0,0.2899091189064782,0.7528089887640449
2006-05-12,-0.05958249882417997,0.16851514319417074,0.5371879792852637,0.03887014532521223,0.11657217884146795,1.5815042272810507,0.20004868561893202,1.0,0.8490382030612593,0.9888888888888889
2006-05-15,-0.6205513726292669,-0.021091723910543234,0.8841279281977286,0.02806303105651995,0.12788854827337842,2.6885437282867923,0.11543148639651298,0.978021978021978,1.4082161382800853,1.0
2006-05-16,0.08761553407327755,0.021657888678371266,0.3829545226365136,-0.11098906277807176,0.13773045383307186,0.9790165885202425,0.13244287575380911,0.9891304347826086,0.5583735211766572,0.9239130434782609
2006-05-17,-0.06958028140270207,0.23767261160567962,0.9617014433251329,0.13101524053442073,0.14302680178055047,2.3786244789499187,0.3573371417174749,1.0,1.2608256403652345,0.989247311827957
2006-05-18,-0.06653505634524412,0.05987137674379161,1.0326463378313488,-0.16083911947714946,0.1424744698716194,2.434951952713473,0.2911258370210501,0.9893617021276596,1.2887132112925461,0.9893617021276596
2006-05-19,-0.36211000773308893,-0.08237423169555495,1.1370029199731273,0.01821291418663757,0.1433439650948221,2.908792991183615,0.23987895151751393,0.9789473684210527,1.5260684781392184,1.0
2006-05-22,0.0369877004708737,0.09033901414579962,0.9164986803505714,-0.0771169037311793,0.14536754221289783,2.3861685440928126,0.3024821243103077,0.9895833333333334,1.2657680431528553,0.96875
2006-05-23,0.20561799012706017,0.08888683040671107,1.01897774033322,0.0052331107288536806,0.1448601382267441,2.489529268008977,0.3873475007540741,1.0,1.3171947031178606,0.979381443298969
2006-05-24,-0.42281584322809135,-0.09364348980370639,1.0634575655989185,0.06255929557398604,0.15025500090471813,2.8690569333186318,0.20681908080305994,0.9489795918367347,1.509655967111675,0.9897959183673469
2006-05-25,0.19097706265967357,-0.14304797745095427,0.6793576694678785,0.0005374734238486881,0.16013673111168708,1.709655716540708,0.223877029711705,0.9494949494949495,0.9348962238261975,0.9191919191919192
2006-05-26,0.09977910080638569,-0.05646666158351154,0.4309200335674372,0.07253146585644085,0.16232983565086312,1.688747361056459,0.15910033153695896,0.92,0.925538598353661,0.91
2006-05-30,-0.06922639896867144,0.2052638619974647,1.0322030020345048,-0.10303707916325158,0.17278172210615442,2.5866520308058583,0.33685379059836973,0.9801980198019802,1.3797168764560064,0.9702970297029703
2006-05-31,-0.2218655222457014,-0.12336114605048883,0.8631270896281288,0.09861832475483072,0.17777376472329828,2.247555612308604,0.19631289676378064,0.9117647058823529,1.212664688515951,0.9215686274509803
2006-06-01,-0.24853308411385236,-0.10333442948318007,0.7420270990809344,-0.03331949013408739,0.1755173937522833,2.0935305019849046,0.13841919749252324,0.8932038834951457,1.134523947868594,0.912621359223301
2006-06-02,0.24049203665073138,-0.020493748657355183,0.514203875207865,-0.19305777034077048,0.1830037927990704,1.5256549738857144,0.1894522586495415,0.9038461538461539,0.8543293833423924,0.875
2006-06-05,-0.0565816589151264,0.16185535131203949,0.7184810611286138,0.02136120459516023,0.19144206504788303,2.154406313380201,0.2546390253794806,0.9523809523809523,1.172924189214042,0.9142857142857143
2006-06-06,-0.1492767697326608,0.027129198947298226,0.7330024291886382,0.023105291912180824,0.18688391037835222,2.0171500804691065,0.20217382536599557,0.9150943396226415,1.1020169954237293,0.8962264150943396
2006-06-07,-0.09668988601063686,0.08139519906470423,0.668404475650528,0.025619979690306702,0.18212626382844163,2.3222866897085166,0.20964698110364333,0.9252336448598131,1.252206476768479,0.9252336448598131
2006-06-08,-0.21455646128193268,0.009362628520193931,0.8262068376766191,0.07943783638643337,0.17934563316705246,2.0674926262527373,0.21744655022886866,0.9259259259259259,1.123419129709895,0.8888888888888888
2006-06-09,-0.029859206045395447,0.03424259475076149,0.6637812517796773,-0.06543052540296898,0.18338502549023541,2.0336856624026676,0.1995848951743111,0.8807339449541285,1.1085353439464516,0.8807339449541285
2006-06-12,-0.1565501104703185,0.1171882342201689,0.8534009440106335,0.006140601418377859,0.1822345050026207,2.4178262076176216,0.25621262960354035,0.9545454545454546,1.3000303563101212,0.9545454545454546
2006-06-13,-0.5803753744801168,0.12346989887727876,1.4936697163698947,0.05319899369642537,0.18883718786078244,4.105846897176261,0.3512962544577618,0.9819819819819819,2.1473420425185217,1.0
2006-06-14,-0.02951560333391334,-0.08525624250563121,0.8029026633843482,0.056712572286999996,0.19295080381333335,2.0890322652809314,0.23033226358913497,0.9196428571428571,1.1409915345471324,0.8839285714285714
2006-06-15,0.22979347965816932,-0.22765145672853535,0.6779699659684875,0.035934125439987925,0.18290643979893562,1.8951435045540108,0.21846193632889968,0.9026548672566371,1.0390249721764733,0.831858407079646
2006-06-16,0.04119452322834621,0.07480381573612813,0.49850003564864387,0.007528484812730917,0.17701320214937835,1.629375542732997,0.18852952826509026,0.8245614035087719,0.9031943724411877,0.8070175438596491
2006-06-19,-0.2780971022807845,0.08000307601737534,0.5995217881442683,0.050855748799794785,0.1761226567664728,1.5149922064734653,0.14676752503572102,0.808695652173913,0.8455574316199691,0.782608695652174
2006-06-20,0.14730694836953406,-0.03588153836759327,0.46889812115251717,-0.0009675582815584009,0.1761524956173732,1.3279601982749947,0.17718827988487526,0.8189655172413793,0.752056346946184,0.7672413793103449
2006-06-21,0.21013377096320512,-0.07689949447401764,0.39072029326206575,-0.04525290797046142,0.16827943543515606,1.1436434625485645,0.15215069267710518,0.8034188034188035,0.6559614489918603,0.7435897435897436
2006-06-22,-0.05336517470681411,0.04490572402091624,0.32384984011986784,0.11121162837059073,0.17130000217099234,1.4134994669986305,0.1202868337286241,0.7627118644067796,0.7923997345848114,0.7711864406779662
2006-06-23,-0.0059206699610308364,0.001069658115830917,0.28593377793789415,0.05906491456997464,0.16259254006333826,1.4242571850176209,0.10155674460873136,0.7478991596638656,0.7934248625404796,0.773109243697479
2006-06-26,0.12205849091298973,-0.04620304555719214,0.2796572560268861,-0.019906066931692824,0.152487543112666,1.1370813130638167,0.10749950526289462,0.75,0.6447844280882413,0.725
2006-06-27,-0.01563619955142588,0.08919712003208509,0.37601452181187983,-0.04808589509666425,0.15129017458825997,1.0472072186285721,0.1315462111286421,0.7768595041322314,0.5992486966084161,0.7107438016528925
2006-06-28,-0.05606577517757334,-0.0709190254596664,0.24275803294467588,0.05987719163722327,0.1421732431582147,1.0091549268228004,0.05717145062758705,0.6721311475409836,0.5756640849905076,0.7049180327868853
2006-06-29,0.35453682773244954,-0.20891439916402027,0.2670254529395017,-0.11058263936750089,0.14087955006255382,0.8891532488039987,0.10696982462196038,0.7398373983739838,0.5150163994332763,0.6910569105691057
2006-06-30,0.1550037100972052,0.0005161199562944423,0.24663120305135797,-0.15391686586643671,0.1429385980300665,0.8147722892302901,0.09692871845032013,0.7258064516129032,0.4788554436301783,0.6532258064516129
2006-07-03,0.3110790505358994,-0.039814021310026614,0.23662470336061953,0.003550491060583307,0.13584874127593094,0.7888068274877146,0.1461286790375381,0.8,0.46232778438182276,0.632
2006-07-05,-0.06514934551740366,0.05926287257658447,0.15079307248475923,0.11182892471622731,0.13312607934830578,0.7256886181710674,0.06719694618507235,0.6825396825396826,0.4294073487596866,0.6111111111111112
2006-07-06,0.08566742819673069,-0.0282646854666124,0.04213633814383331,-0.08032166044070838,0.13664351902325664,0.9329624081607418,0.02177551401073614,0.5984251968503937,0.5348029635919992,0.7007874015748031
2006-07-07,-0.11045892332130872,0.06741290800733843,0.14135940447730197,-0.09481597900435586,0.13940013574627377,0.6519685895870005,0.02439392745135833,0.609375,0.39568436266663715,0.578125
2006-07-10,-0.12178599667017878,-0.018371952178220647,0.12727690867752497,0.04570069037113538,0.13761670401022227,0.710005946512172,0.01687952414733905,0.5813953488372093,0.42381132526119714,0.6046511627906976
2006-07-11,0.3239247844732856,-0.04393277450047402,0.206248099398377,-0.042651261442606905,0.13906579421078016,0.6952188550274941,0.132428032806864,0.7846153846153846,0.41714232461913714,0.6
2006-07-12,0.1553216004445552,0.11026347313273822,0.2747903028602495,0.05463427762061763,0.1392776967255469,0.7802648596724584,0.16399238573176822,0.8320610687022901,0.45977127819900265,0.6335877862595419
2006-07-13,0.02199915033176298,0.165592809293666,0.4820308626091493,-0.04680797839342431,0.1318955599247427,1.2228135155061401,0.19108082992632552,0.8560606060606061,0.6773545377154414,0.7575757575757576
2006-07-14,0.04760300727606809,0.03791663251236159,0.347489191902359,0.02539488128423608,0.1188736315914668,1.4142631322044252,0.13537958129002386,0.7819548872180451,0.7665683818979461,0.7819548872180451
2006-07-17,-0.36035766871848995,0.013562781296622266,0.5031575753218918,0.0756398486123637,0.11995473202575369,1.330261581630082,0.08159226463424282,0.6940298507462687,0.7251081568279178,0.7686567164179104
2006-07-18,-0.14273988595929085,-0.05247464036017519,0.31754175264418844,0.07837250211610872,0.11725323060618056,0.7373813999255477,0.06407743106111535,0.6592592592592592,0.42731731526586414,0.5925925925925926
2006-07-19,0.09815861956523377,-0.1404415611940743,0.15562939793243838,-0.13916978606082805,0.12010418497491919,0.7014483836951707,0.02124782531214313,0.5661764705882353,0.41077628433504493,0.5661764705882353
2006-07-20,-0.21352319994242028,0.06846217610536555,0.293512207626412,-0.05012677794557784,0.12038722944525164,0.7580652449828489,0.05028875110908582,0.6204379562043796,0.43922623721405024,0.6204379562043796
2006-07-21,-0.09419148659657012,0.0700470361423099,0.25139739840573466,-0.013872183832381564,0.12006553921236138,1.0325470082699906,0.07330555629391618,0.6884057971014492,0.5763062737411759,0.717391304347826
2006-07-24,-0.007730419297397522,-0.1824929671181379,0.28661363944505464,0.04671817303136724,0.11799611676967668,0.7936390119899625,0.05133577702282146,0.6187050359712231,0.4558175643798196,0.6187050359712231
2006-07-25,-0.06609772249634259,-0.03428404155317917,0.18655598756061625,0.05519547223360269,0.11958859097464239,0.734847337303605,0.045130105639576965,0.6,0.42721796413912366,0.5785714285714286
2006-07-26,-0.0444359437847145,-0.012334132308389742,0.15127272210311649,-0.10472104138392617,0.11933040167787723,0.7570499988514509,0.021447661483963813,0.5531914893617021,0.43819020026466404,0.6099290780141844
2006-07-27,0.2439339893049575,0.010219329159118513,0.24656369363971825,0.006763266002063324,0.12075976743354526,0.6708969744565708,0.14455991597992124,0.8028169014084507,0.395828370945058,0.5352112676056338
2006-07-28,-0.031522541921413655,-0.0981063214942747,0.11755202830126553,-0.09430516652052534,0.12280854104094782,0.709556023443001,-0.0051469552895738405,0.07692307692307693,0.4161822822419744,0.5524475524475524
2006-07-31,0.08808725453337646,0.011522733362787639,0.06313034248975492,-0.025213395023740662,0.11815886343387902,0.6447482476269116,0.045967533639100354,0.6041666666666666,0.38145355553039534,0.5138888888888888
2006-08-01,0.11309331761286111,0.05011755613611938,0.1777807103806607,-0.024530318509685966,0.114661746970964,0.46573955854796695,0.09619047112353865,0.7172413793103448,0.2902006527594655,0.4689655172413793
2006-08-02,0.14924505131235025,-0.06576839534789587,0.02261152720454627,-0.03204483814061002,0.1140765332765327,0.641315342450699,0.028549723095212608,0.5684931506849316,0.3776959378636158,0.5136986301369864
2006-08-03,-0.15032645073420337,-0.02472197698633205,0.0699460609847914,-0.004285720296848964,0.11105625015225536,0.4638409801613313,-0.017868334171611006,0.061224489795918366,0.2874486151567933,0.4557823129251701
2006-08-04,-0.013576461753981998,0.0187403538175659,0.005344135841683859,-0.09931570733334151,0.10868354277973782,0.6540167381706158,-0.006568965192613201,0.08108108108108109,0.3813501404751768,0.5202702702702703
2006-08-07,0.15857141140570336,0.024917544869712864,0.13741087705889987,0.015443658371783861,0.10891723136598862,0.42771415179689143,0.09485791251059102,0.7114093959731543,0.26831569158144003,0.44966442953020136
2006-08-08,-0.1891397805186065,0.039722766136541444,0.0866507731132335,0.011321229402112847,0.1108897057397598,0.6322085998070558,-0.004116351964241297,0.1,0.3715491527734078,0.5133333333333333
2006-08-09,0.04770484605461154,0.03498243973309385,0.10598407242834529,0.03527993640313513,0.10667877970752751,0.5353882687909631,0.06309297262127657,0.6556291390728477,0.3210335242492453,0.4900662251655629
2006-08-10,-0.2367360344279064,-0.02987889159387382,0.12887911156320836,0.053726668658458564,0.1055123131481541,0.37296776341159327,-0.014655382080306058,0.06578947368421052,0.23924003827987367,0.4407894736842105
2006-08-11,-0.14542873665942346,0.029611682200918605,-0.10521455831170605,0.08537340517939233,0.10455045214723101,0.5944084522289548,-0.04248509772386763,0.0392156862745098,0.3494794521880929,0.49673202614379086
2006-08-14,-0.13636193082535,-0.006985754895355516,-0.08465791589688869,0.02838739762138741,0.1017311941566728,0.4968309265898536,-0.05188962684820124,0.03896103896103896,0.2992810603732632,0.487012987012987
2006-08-15,-0.01058383025338972,-0.12008294110909255,-0.06497058051729451,-0.11899540905480288,0.09896592690528616,0.20174296766565045,-0.06505888200876504,0.03225806451612903,0.15035444728546832,0.4064516129032258
2006-08-16,-0.08202490116987911,-0.08197811507944804,-0.07783571869309906,-0.09446248536947151,0.095096168312546,0.23936677421257824,-0.07376603406005494,0.019230769230769232,0.1672314712625621,0.41025641025641024
2006-08-17,-0.2684846896160084,-0.023292004442367727,-0.060799600961388346,0.021490638399329857,0.09116539535226756,0.6028788656930479,-0.08340218827549768,0.01910828025477707,0.34702213052265773,0.5031847133757962
2006-08-18,0.04668393153312932,-0.0487452436030016,-0.3177039138165273,-0.01881246304192578,0.08985965606643243,0.9289191541060123,-0.0941553888153935,0.012658227848101266,0.5093894050862224,0.7215189873417721
2006-08-21,0.17544560771697354,0.04606678757470182,-0.10965771011488314,-0.07899449493186114,0.09334198899781884,0.621754807867044,0.015298710998565668,0.5283018867924528,0.3575483984324314,0.5283018867924528
2006-08-22,-0.05211064734633219,0.0032636790363724305,-0.36650843767408736,0.057698985920867106,0.09606932118294834,1.0712961961105492,-0.10870595943243867,0.00625,0.5836827586467488,0.75625
2006-08-23,-0.129085009461071,0.030570378157549438,-0.31492689706420457,-0.007782094300425319,0.09495304144743065,0.9061330183923854,-0.11552638901783402,0.0,0.500543029919908,0.7142857142857143
2006-08-24,0.13459620457851243,0.010917923811419086,-0.25303616225300135,0.0012420630709051963,0.09632729256096399,0.6805770209327645,-0.034529642489733545,0.09259259259259259,0.38845215674686423,0.5493827160493827
2006-08-25,-0.010750475283974461,-0.010373648152566502,-0.3916841192889771,-0.0010095752649736068,0.09382537796237538,1.1848130759393094,-0.11824643403745563,0.0,0.6393192269508424,0.7730061349693251
2006-08-28,-0.22184953457171755,-0.046626854039604426,-0.23884215116974344,-0.022507820714491467,0.09153764223621735,0.7958960517274024,-0.13757103349911637,0.0,0.4437168469818099,0.6463414634146342
2006-08-29,-0.027432027631113767,-0.009214037305324232,-0.401650030937481,-0.044719351403509834,0.09230070682563989,1.1986873273786929,-0.13174939288459828,0.006060606060606061,0.6454940171021664,0.7818181818181819
2006-08-30,0.18168660752054236,-0.0036560975461604603,-0.3173325716342478,-0.015091350462046614,0.09408270331251772,0.8704979581495734,-0.04825171140035995,0.0963855421686747,0.48229033073104555,0.6867469879518072
2006-08-31,0.05607545357099597,0.004258716708356644,-0.3137291364917397,-0.010750958995565787,0.09202018434611904,0.8567517642602778,-0.07604683300971267,0.059880239520958084,0.4743859743031984,0.6706586826347305
2006-09-01,-0.039264684951757146,-0.05915709244247303,-0.38351499671265377,-0.012732113576028917,0.08981555804186708,1.0927784826171028,-0.13707898249666464,0.005952380952380952,0.591297020329485,0.7559523809523809
2006-09-05,0.06452865757684201,-0.016698626864586428,-0.19061366034058536,0.06555617794607572,0.09073933428040207,0.8697548521208569,-0.030856197018180244,0.13609467455621302,0.48024709320062947,0.6745562130177515
2006-09-06,-0.09734880978527455,0.09469587681291394,-0.2455200006321819,0.02522482864810658,0.09006503058391407,0.8427120260022226,-0.06603225760633302,0.08823529411764706,0.4663885282930683,0.6470588235294118
2006-09-07,-0.15666400054378982,0.050243313027647354,-0.053744469333759176,0.030874438177577054,0.08868162521802361,0.7454792244052079,-0.03366326569162563,0.14035087719298245,0.4170804248116157,0.5672514619883041
2006-09-08,-0.13502227406002934,-0.02731215569334156,-0.22204467514561996,0.0397200293436266,0.08858003037147431,0.6409209113599234,-0.09681000406191101,0.046511627906976744,0.36475047086569884,0.4941860465116279
